state_code,labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_velocity,funding_per_round,milestone_rate,regulatory_risk_flag,churn_risk_flag
MD,1,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1,53954893.70885939,33333333.333333332,0.8957095512495148,0,1
PA,0,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1,48100.97356370493,62500.0,1.9704433497536944,0,0
VA,0,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1,5253246.109624344,5300000.0,10.0,0,0
CA,1,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,1,8367530.135932291,8700000.0,10.0,0,0
NY,1,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,300000000.0,30000000.0,10.0,0,1
IL,0,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,163570.90103397344,44295.0,10.976948408342478,0,0
CA,1,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.0,1,2550540.983166429,3166666.6666666665,0.3756150696765954,0,0
CA,1,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.0,1,180000000.0,18000000.0,10.0,0,0
OH,0,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,6900000.0,690000.0,10.0,0,1
GA,1,5.1644,6.0055,0.0,0.0,1,3,25131611,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1,26704506.42864733,8377203.666666667,0.0,0,0
CA,0,3.5288,3.5288,0.0,0.0,1,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,20000000.0,2000000.0,0.0,0,0
MA,1,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1,15252760.0232423,26250000.0,0.9165062780680047,1,0
CA,1,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1,11402642.591808908,9700000.0,0.8387619873067352,0,0
CA,0,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,150000000.0,15000000.0,0.6800176804596917,0,0
CA,1,0.9397,5.3178,0.0,0.0,13,5,74000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,1,16524865.456331927,14800000.0,0.0,0,0
CA,1,0.7479,2.3315,2.0,2.0,6,2,15000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,8909479.686386313,7500000.0,10.0,0,0
NY,0,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,22331397.945511386,15000000.0,1.2950571983595942,0,0
CA,1,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,44100000.0,4410000.0,10.0,0,0
VA,1,0.0,0.8959,2.0,2.6767,9,2,4500000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,4518525.956421328,2250000.0,2.5749967812540238,0,1
CA,1,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,4983973.635501783,3680000.0,1.7914725904693658,0,0
CA,1,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,1,16000000.0,1600000.0,1.163399453202257,0,0
NY,1,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1,16140602.582496407,4500000.0,10.0,0,0
CA,1,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,2271192.222529753,1094109.0,0.5295628458707338,0,0
CA,1,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,247000000.0,12350000.0,0.8462814393554721,0,1
GA,0,5.6986,6.8877,0.0,0.0,2,2,8800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,6826468.078504384,4400000.0,0.0,0,0
CA,0,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,17000000.0,1700000.0,10.0,0,1
CA,0,0.2493,0.2493,0.0,0.7781,1,1,20000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,200000.0,20000.0,2.277644915157727,0,1
CA,1,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,6000834.898768525,5750000.0,1.4489813660996316,0,0
CA,0,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,1,13600908.85160504,14024285.714285715,0.4274843968195161,0,0
CA,1,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,1,13500000.0,1350000.0,1.4727540500736378,0,1
IL,1,4.7068,4.7068,2.989,6.863,17,1,940261,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,9402610.0,940261.0,0.5032712632108706,0,0
MA,1,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,1899876.5080269782,2000000.0,28.462998102466834,0,1
CA,0,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,50000000.0,5000000.0,10.0,0,1
VA,0,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,200000.0,20000.0,10.0,0,1
WA,1,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,125000000.0,12500000.0,10.0,0,0
CO,0,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,2116688.823167696,1445740.8,17.182130584192443,0,0
IL,0,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,1,32882936.74518714,27500000.0,10.0,1,0
CA,1,2.063,6.6137,0.0,0.0,5,4,15180000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,1,3264024.770464662,3795000.0,0.0,0,0
CA,0,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,25376416.84994079,15000000.0,1.145147437732608,0,0
TX,1,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,59135399.67373572,7250000.0,1.9710906701708282,0,0
CA,1,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1,65000000.0,6500000.0,1.590415098340667,0,0
TN,0,0.0,0.0,0.0,0.0,2,1,15000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,150000.0,15000.0,10.0,0,1
NY,1,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1,1580915.1073336245,941182.0,1.1471836641046231,0,0
CA,1,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,30000000.0,3000000.0,1.1450818733539445,0,0
NY,1,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1,29314702.99115293,20875000.0,1.2829394709157622,0,1
NY,0,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,384492.46924056,362499.5,2.136599957268001,0,0
MA,1,0.6959,1.189,0.663,2.6247,5,2,6000000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,10116337.88568538,3000000.0,1.4551098607944903,0,0
MN,1,2.0603,6.2301,0.0,0.0,7,3,28200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,6604524.802098459,9400000.0,0.0,0,0
CA,1,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,7643590.303559728,7000000.0,10.0,0,0
TX,0,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,30000000.0,3000000.0,5.234231876472131,0,0
WA,0,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,6407257.37188663,1119027.5,10.0,0,0
CA,0,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,3108932.2013631472,2600000.0,4.634994206257243,0,0
PA,1,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0,750000000.0,75000000.0,1.4650941322980002,0,1
MA,0,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,6696001.530514635,6125000.0,2.476780185758514,0,0
CA,0,4.9068,8.1014,0.0,0.0,3,3,4476171,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1358638.6814787833,1492057.0,0.0,0,0
TX,1,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0,1,5147241.276911655,3466667.0,0.9476577060365795,0,1
CO,1,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,1,22421818.658624534,22800000.0,10.0,0,0
CA,1,2.9288,4.6329,0.0,0.0,13,2,15200000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,8425253.589047167,7600000.0,0.0,0,0
NY,0,0.6192,1.5863,0.0,0.0,2,2,890000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,834036.1728047979,445000.0,0.0,0,0
CA,0,10.5315,10.5315,0.0,0.0,0,1,2600000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,26000000.0,2600000.0,0.0,0,0
IL,1,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,12262700.0,1226270.0,5.592841163310961,0,0
CA,1,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,5452232.386260377,4500000.0,10.0,0,1
CA,1,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0,2015883.3561662985,1802552.5,10.0,0,0
CA,1,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1,31225139.22036595,7850000.0,10.0,0,0
MA,1,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,20610791.563955072,7525000.0,10.0,0,0
CA,1,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,1664447.4034620505,1750000.0,0.6561895075297745,0,0
CA,0,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,44147843.94250515,21500000.0,10.0,0,0
CA,1,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,28834479.967624437,28500000.0,0.8424954715868402,0,1
CA,1,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,13000000.0,1300000.0,1.1491611123879566,0,1
CA,1,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5.0,1,23049469.61435511,17437500.0,0.6957368723148906,0,0
MA,1,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0,1,6895895.753079374,7250000.0,2.2993791676247413,0,0
CA,0,4.0849,5.5836,0.0,0.0,2,2,48000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.0,1,30024394.8207919,24000000.0,0.0,0,0
PA,0,3.5041,5.4438,0.0,0.0,3,2,3508462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,1720087.267735451,1754231.0,0.0,0,0
CA,1,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,8749102.65613783,6500000.0,10.0,0,0
CA,1,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,37500000.0,3750000.0,4.4418122594018365,0,0
IL,0,0.0,0.0,0.0,0.0,1,1,45000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,450000000.0,45000000.0,0.0,0,1
NC,0,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,6707669.446049699,8125000.0,0.8498342823149485,0,0
PA,1,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1,742278.0361443958,2450000.0,0.62639372604044,0,0
CA,0,2.2986,3.211,3.5945,4.5753,4,2,12000000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,1,11853022.520742789,6000000.0,2.775721687638785,0,0
CA,1,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1,3157176.801900907,2391666.6666666665,2.402691013935608,0,1
CA,0,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,10963377.653370656,2350000.0,0.7405487466212464,0,1
CA,0,0.0,0.0,0.0,0.0,3,1,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,1200000.0,120000.0,0.0,0,0
CA,1,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,0,2749518.8342040144,3333333.3333333335,1.5067048365225248,0,0
TX,0,4.9562,10.3151,0.0,0.0,0,4,39000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0,7144296.469984797,9750000.0,0.0,0,0
MA,1,2.2411,4.0301,0.0,0.0,3,2,16100000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,8523028.057173107,8050000.0,0.0,0,0
CA,1,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,1,3516998.8276670566,1650000.0,1.0257462303826035,0,0
CA,1,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,1,7500000.0,750000.0,4.770992366412214,0,0
GA,0,2.4493,2.4493,0.0,0.0,0,2,1000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0,10000000.0,500000.0,0.0,0,0
NY,0,11.3342,11.3342,0.0,0.0,3,1,7410000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,1,74100000.0,7410000.0,0.0,1,0
CA,1,6.8932,10.4082,0.0,0.0,5,3,52800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,14605809.128630703,17600000.0,0.0,0,0
CA,0,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,8133119.381003669,12333333.333333334,1.2701235195122722,0,0
CA,1,1.137,3.737,2.463,3.2164,14,3,14229998,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,5270369.62962963,4743332.666666667,3.5153503632528706,0,1
CA,1,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1652801.4985400252,1500000.0,0.9413093613215985,0,0
NY,1,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,200000000.0,20000000.0,10.0,0,0
RI,1,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,1381215.4696132597,1000000.0,5.54426168915173,0,0
DC,1,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1,8382476.832350462,9950000.0,2.3065390381732183,0,0
CA,0,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,15000000.0,1500000.0,10.0,0,1
CA,0,0.0,0.0,1.2521,1.2521,4,1,325000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,3250000.0,325000.0,10.0,0,0
CA,0,0.463,0.463,1.2795,1.8192,16,1,3500000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,35000000.0,3500000.0,3.1264655307175246,0,0
WA,0,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,1,12079239.813174423,7500000.0,0.7384978952809984,0,0
CA,1,4.2384,4.2384,0.0,0.0,1,1,50000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1,500000000.0,50000000.0,0.0,1,0
NY,1,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,20000000.0,2000000.0,3.518029903254177,0,1
CA,1,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,16247320.320433263,12000000.0,0.8758484782132689,0,0
CA,1,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,6493421.58334115,9230182.333333334,10.0,0,0
TX,0,2.189,2.189,0.0,0.0,32,1,9000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,90000000.0,9000000.0,0.0,0,0
CA,1,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,6541077.969649398,3750000.0,2.71370420624152,0,0
TX,1,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,11044842.05875856,5000000.0,10.0,0,0
CA,1,1.4411,6.6795,2.0,2.0,7,4,5965000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1117375.9928068335,1491250.0,10.0,0,0
CA,1,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,40000000.0,4000000.0,0.5023232450081628,0,0
MI,0,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,50000000.0,5000000.0,10.0,0,0
CA,1,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,115000000.0,11500000.0,0.8366800535475234,0,0
IL,0,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,866122.2469685721,525000.0,10.0,0,1
NY,1,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,19210618.23262313,2750000.0,0.9611687812379854,0,1
PA,1,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,2377782.004945786,1666666.6666666667,1.7026348273953942,0,0
CA,0,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,2082395.3174245832,1850000.0,0.9609532656395143,0,0
CA,0,1.2137,3.0082,0.0,0.0,4,2,7000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,3694906.307732911,3500000.0,0.0,0,0
MA,0,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,31527093.59605911,16000000.0,2.090191775095365,0,0
MA,1,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2183647.5205926253,2633333.3333333335,4.089979550102248,0,0
CA,1,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,14008054.631413063,16000000.0,0.6309413645158577,0,0
TX,0,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,50000000.0,5000000.0,10.0,0,0
WA,1,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,918514.630625902,1050000.0,0.5666150417406415,0,0
MD,1,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,5184304.953632508,5562500.0,10.0,0,0
OR,1,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,1860224.1687859092,987500.0,0.12137321657229898,0,0
NY,1,0.0,0.0,3.5918,4.326,0,1,1000000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,10000000.0,1000000.0,2.3975065931431327,0,1
PA,0,2.3452,2.3452,0.0,0.0,0,1,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,350000000.0,35000000.0,0.0,0,0
NY,1,0.0822,4.326,3.663,5.611,12,7,88651133,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,20408659.008241635,12664447.57142857,2.44140625,0,0
MA,1,5.5945,5.5945,0.0,0.0,3,1,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,260000000.0,26000000.0,0.0,0,0
CA,0,0.6712,0.6712,0.0,0.7562,3,1,100000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,1000000.0,100000.0,2.33590282644242,0,0
CO,1,1.0,1.0,3.811,4.9178,6,1,5000000,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,50000000.0,5000000.0,2.485913158766987,0,0
